ngram,hawkish,dovish
고객 증권 투자 결과,1,0
소폭 약화,1,0
미국 유로존 SP PMI,1,0
실업률 투자 증권,1,0
임금 빠르,0,1
소매 판매 산업 생산 설비,1,0
미국 선행,0,1
평균 유로존,0,1
제공 목적 제작 조사 신뢰,0,1
국내 기계수,1,0
금 가격 추가,1,0
제품 건자재 조경,0,1
추정 산업 생산 국영,0,1
내구재 주문 제조업,0,1
국내 기계 수주,0,1
제조업 투자 증가율,0,1
소매 판매 전치,1,0
증가율 시장 하회,1,0
금융안정 금융안정,0,1
무역 흑자 지속,1,0
금리 금리 환율,0,1
회복 유로,1,0
공히 상승,0,1
전기 장비 가전,1,0
경기 둔화 우려 fed,1,0
FED 미국,0,1
매크로 미국 ISM,0,2
부담 통화정책,0,1
매출 증가 하반기 핵심 사업,1,0
한국 수출 투자,0,2
fed 공개,0,1
증가 경제활동참가율,0,1
내심 필요,0,1
철강 조원,0,1
유로존 센,0,1
경로 명확,0,3
매출 화학 매출 석유화학 수출,1,0
영업이익 철강 조원 철강,1,0
지수 임금,1,0
의미 하반기,0,1
추이 주목 필요,0,1
미국 미국 이외,1,0
변화 성명서,2,0
축 ISM,1,0
분기 전환,3,0
경기 베타,0,1
높 수출 증가율,0,2
소비자 물가 유로,0,2
주택매매 유로존,1,0
확인 ECB 통화정책회의,0,1
유지 OPEC,1,0
중국 수출 크,0,1
보유 추천종목 해당 회사 계열회사,1,0
확 완전 보장,0,1
수출입 일본 지분,0,1
물가 부담 지속,0,2
수출 대미 수출,0,1
현상 확인,0,1
활동 량,1,0
국면 상승,0,1
방법 fed,0,1
하방 위험 상존,1,0
미국 주택 건축허가 신규,1,0
소득 미국,1,0
추정 이익조정비율 EPS PER,0,1
배당 코스피 주간 월간,1,0
도표 국제 유가,0,3
미국 대선 정치,0,1
생산 물가,1,0
지분 보유 작성 애널리스트,1,0
ETF 종가 기준 수급 외국인,0,2
재정 자율 목표,1,0
분석 제3자 사전 제공 사실,2,0
투자 증권 IRS IRS,0,1
공급 수급 불균형,0,1
결정 금리 금리 금리 금리,0,1
파급효과 인플레이션 둔화 속도,1,0
위험 증대 경기,0,1
부품 자동차부품 에스 엘엘,1,0
TED스프레드 미국,0,1
약세 특수채,1,0
민평 운영 민평 시설,0,1
종금 포함 투자자 여전채,1,0
상회 미국 고용 물가,1,0
단위 종류별 장외 채권,0,1
하반기 채권시장 전략 추경,1,0
누적 순발행 현황 회사채,2,0
채권 등급 신용스프레드 투자전략,2,0
금융채 스프레드 추이,1,0
변경 보고서 표시,1,0
키스 회사채 유효경쟁,0,1
산금채 중금채 은행,2,0
금리 추이 국내,2,0
스프레드 추이 스프레드 변동 스프레드,0,1
특수채 은행채 스프레드 공사채 은행채,1,0
금리 인도 만기 만기,1,0
통화 지수 위안 환율 추이,1,0
환율 지역 주요국,0,1
매우 순상환,0,1
추이 헤알 달러원 헤알 헤알,1,0
민자발전 반도체,1,0
낙찰 부분,1,0
위험 전개 양상 관련,0,2
조정 레버리지 배,1,0
신흥국 아시아 지수,1,0
확 완전 보장 없이 의견,0,1
약세 재료 반영 크레딧,1,0
원달러 하락 간밤 미국,0,1
신용평가 리서치 본부,1,0
전략 투자의견 추천 ETF,0,2
회사채 회사채 회사채 기준 수익률,0,1
글로벌 주요국 장기,0,1
부담 재무 안정성,0,1
유통 여천,1,0
절대 금리 운영자금,1,0
CD 회사채 회사채 물가채,1,1
자금 소형 은행 예금 추이,0,1
경제 제시 제외,0,1
상승률 신선식품,1,0
코로나 주시,1,0
뮤추얼펀드 자금 유출입 미국,0,1
금리 일본은행 당좌예금 금리,1,0
상향 채권,1,0
주택가격 오름,1,0
발행 내역 발행사,0,1
발표 운영 부채,0,1
발행 목적 금리 하단 상단,1,0
일드커브 독일,0,1
기간스프레드 기간스프레드,1,0
편입 지수 편입 지수,0,1
국고채 국고채 공사 국고채,1,0
주간 누적 순매수 기관 외국인,3,0
만기 현황 AA등급 회사채 발행,1,0
회사채 회사채 카드채 캐피탈채 카드채,1,0
유로 유럽 유럽 유럽,1,0
자체 신용 도입,1,0
주간 동향 스프레드 주요 신용스프레드,1,0
고용동향 소매 판매 소비자,1,0
대비 대비 신용스프레드 특수채,1,0
회사 국고채 회사 CRS IRS,0,1
스프레드 종가 종가 종가 종가,0,1
이자비용 배 부채비율,1,0
기억 의사록 트레이드 증권 리서치,0,1
산금채 산금채 회사채 CD,2,0
독일 미국 장기 독일 미국,0,1
손 고객 증권 투자,0,2
외국인 기금 보험자산 운용 은행,1,0
매매 현황 CRS,1,0
주간 선진국 펀드 주간 변동,0,2
과거 과거 치과,1,0
해외 주요 크레딧,0,1
서비스 발 전업,1,0
규제 코코본드,1,0
할인계수 전체 할인계수,0,1
현물 이자율 할인계수,1,0
등급 안정성 높,1,1
선 통화정책,1,0
비 벤치마크 국고채,1,0
중간 분배금,1,0
음식료 기계 항공 의류,1,0
여전채 회사채 순발행,1,0
조원 초과 이하 이하 조원,0,2
강세 발행 지속,1,0
동향 캐피탈채 발행,0,1
개인 거래주체 여전채,0,1
회사채 여전채 특수채 은행채,0,1
금리 금리 신용 신용,1,0
석유화학 연합자산관리 금융 유통,1,0
여전채 특수채 은행채,1,0
선형 보간법,0,1
글로벌 금리 미국,0,1
중금채 은행채 여전채 여전채,1,1
미국 하이,0,1
붉은색 강세,1,0
동향 장단기스프레드 국고채 국고채,1,0
조원 외국인 일평균,0,1
국고채 국고채 국고채 스프레드,1,0
회사채 회사,1,0
주호 조사 고객 투자 정보,0,1
매크로 감속 부채,0,1
ETF 평균 평균 평균,0,1
운영 차환 개별,1,0
리포트 참고,1,0
전원 참석,1,0
고용 면 고용자수 증가 고용률,0,1
성장 대내외 경제,0,1
사이 발표 미국,0,1
위안 환율 지수,1,0
규모 신흥국,0,1
인상 인상 금리 금리,1,0
터키 통화정책회의,0,1
일본 경제 현황 현황 현황,1,0
무다라바,2,0
센터 미래 서치,0,1
전략 목표가격 컨센서스 상향,1,0
환율 조용 변화,1,0
선진국 이머징유럽,0,1
본부 주요 신흥국,1,0
통화 변동 전주 대비 대비,0,1
상하이 엔달러 유로 달러엔,1,0
상한가 종목 단위 코스피 종가,1,0
경제 표시 경제 크,0,1
지수 대만 가권지수 후구퉁 수익률,0,1
MSCI 상하이종합지수 선전 종합 지수,0,1
PER 비교 민간,0,1
야성 산업,1,0
전력 개발,1,0
작성 통화 주가 원자재,0,1
추가 확대 제한,1,0
이슈 fed 재무부,0,1
증시자금 동향 역내,0,1
서비스 통신서비스 유틸리티,2,0
순매수 바트,0,1
국내 사모 주식형,0,1
화롱,1,0
일본은행 당좌예금,1,0
단위 순위,0,1
대응 개선 머니 맵,0,1
확산 지수 동일 데이터,0,1
컨센서스 위안 추이 한국,0,1
대비 컨센서스 상향 하향,1,0
선진국 명목 성장률 스프레드,0,2
디플레이션 우려 금리,1,0
농업 광업,1,0
인플레이션 지속 유지,0,1
추이 브라질 명목 성장률 컨센서스,1,0
현하,1,1
분쟁 제조업,0,1
중국 인도 미국,1,0
원달러 평균 환율 전년,0,1
주요국 통화정책 변화 지정학 위험,1,0
내구재 주문 증가 전환,0,1
국무원 국무원 국무원 총리 총리,0,1
판매 연간,1,0
연속 증가 유지,0,1
정체 정체,0,1
per 배 배,0,1
한국 회사채 미국 국채 미국,0,1
준비 기금,1,0
증권 증권 증권 증권 증권,0,1
헤알 금리 한국 미국,0,1
경제분석 나중 혁,1,0
수력 원자력 발행물 유동화,1,0
추이 Fed fed 자산 축소,0,2
부채 발행 예금 예금,1,0
베이스 금리,0,1
갭 회사채,0,1
단기물 금리 하방,0,1
캐피탈채 배,0,1
AA등급 스프레드,0,2
국고채 공사채 은행채 여전채,0,1
잠정 전월 전년,1,0
준비금 전체 전체,1,0
ff 선물 근월물,0,1
여전채 통안채 여전채 통안채 회사채,1,0
전략 안 예하 주요 국고채,0,1
거래 마감 국고채 스프레드 전주,1,0
스왑레이트 물,0,1
변동 발행사 변동 발행사 변동,1,0
물가 소비자 신뢰지수 잠정치,1,0
하향 근거,1,0
동시 다발 긴축,1,0
여전채섹터 주간 발행,1,0
마감 국고채 물,1,0
표기 해당,0,1
종목명 설정,0,1
순자산 괴리율,1,0
이벤트 일정 구분,0,1
언론 취합 현지,2,0
시나리오 적합 ETF,1,0
금속 금 구리,2,0
소맥 대두 옥수수 팔라듐 주석,0,1
재고 현황 가격 추이 전기동,0,1
종목명 가격 순자산 괴리율 평균,0,2
내역 목표가격 추이 날짜,1,0
본부 월요일 가전 부품,1,0
여성복,1,0
가격 추이 생우,0,1
전기동 가격 톤,0,1
포함 도표 투자자 여전채 순매수,1,0
회사채 스프레드 여전채 회사채 여전채,1,0
제외 선순위 무보증 공모채,1,0
조원 캐피탈채 순발행 순상환 현황,0,1
장단기스프레드 회사채 회사채 회사채,1,0
설명 제조업 PMI,0,1
트레이드 증권 리서치 본부 한국,1,0
세부섹터,1,0
구리 물 원달러 국제 유가,1,0
중립 금리 빠르,1,0
승규 기초,1,0
증권 크레딧,0,1
반대 기타,0,1
긍정적 중립,0,1
계획 여당 경제민주화,0,1
아직 필요 경기 좀,2,0
도입 사상,0,1
상반기 ELS,1,0
부정적 심각 부정적 약간 부정적,2,0
CD CP 고시금리 기준,1,0
회사채 CD,1,0
의도 효과,0,1
인근 주민,0,1
자금사정 좋,0,1
강화 지금,0,1
상승 완만,0,1
축소 논란,0,1
현물 전날,1,0
발 빠른 투자자 주목 한눈,1,0
증권사 영업,1,0
강조 한편 한은,1,0
애널리스트 단기,1,0
강조 어떻게 생각,0,1
대영,1,0
단기 지수,1,0
부담 장,2,0
중장기 국내 경제 종합 어떻게,0,1
상승률 지속 지속 지속 연말,1,0
금융회사 역할,1,0
회복세 경기,1,0
탄력 상승세,1,0
요인 생각 공공요금 인상,0,1
분기 국내 경제 성장률 분기,0,1
동기 대비 정도 작년,0,1
성공 장기,1,0
금리 상승 유로존,0,1
주장 되풀이,1,0
무리없이,0,1
증가 감수,1,0
중간 검사 결과,0,1
위치 지하철,1,0
대통령 내년 대선,1,0
큰 이탈리아,0,1
한국 경제 신문 독점 제휴,0,1
상승 폭 모두,2,0
디플레이션 걱정,1,0
코로나 바이러스 감염증 극복,0,1
발전 협의회,0,1
디지털 달러화,1,0
경제 성장률 정도,1,0
아주 많,1,0
단어 차례,0,1
보험 많이,0,1
강화 물론,1,0
판단 선,0,1
투자 자세,1,0
복지 비,1,0
본격 진입,0,1
주가 통화가치,0,1
ECB 금융통화정책회의 기준금리,0,2
발행 주택저당증권,1,0
자기자본 활용,1,0
6자회담,0,1
미국 증시 상승 마감,1,0
세계 일류,1,0
또 미국 중앙은행,0,1
전기전자 철강 금속,1,0
강하 체감,1,0
성과 저조,1,0
둔화 우려 기준금리,0,1
낮 레벨,1,0
거래 은행권 계약 순매수 외국인,0,1
딜러 신흥국,0,1
외국인 투자 수요,1,0
안녕 한국은행 금일 환매,1,0
통안채 발행 재정증권,0,1
FOMC 사록 금리,1,0
이어 한국,1,0
우려 낮,0,1
출발 장초,0,1
상승 해외 브로커,1,0
입찰 당일 지준,0,1
은행 외환딜러 달러엔 환율,1,0
분기 외국환은행 외환 거래 동향,1,0
CP 대비,1,0
많 장기물,0,1
제외 소폭,2,0
마감 구간 가량,0,1
최저 달러화,2,0
발행 만기 통계 추이,1,0
하단 테스트,0,1
반영 풀이 채권시장 국고채 금리,1,0
금일 국채선물시장,1,0
공급 발행,0,1
금리 개발,0,1
대응 지난달,1,0
뒤 성명 기준금리,0,1
수신 상품 금리 반영 새로,0,1
사이 은행권,1,0
인하 시행 반,1,0
금리 차이 예대마진 포인트 포인트,1,0
실제 GDP 잠재 GDP,1,0
환율 이란,0,1
하락 모멘텀,1,0
심리 설명,0,1
선 지지선,1,0
유로달러환율 오후,0,1
경제 여건 감안 적정,0,1
이유 간략히 설명,0,1
인하 요구 은행,1,0
나라 인생 무단 전재 배포,0,1
금융통화위원회 금통위원,0,1
기준 대출 금리 저축성,1,0
외국인 현물시장,1,0
국고3년 지표물 기준,1,0
인하 캐나다 중앙은행,0,1
자금 자금시장,1,0
소비자 물가 상승률 발표,0,1
성향 평가,1,0
기준 증가 폭,1,0
기준금리 인상 지난달,1,0
포럼 패널,1,0
방안 논의 회의,1,0
공격적 금리 인상 단행,0,1
통화정책 결정 가장,1,0
대재 채권,1,0
거래량 거래대금 코스닥,0,1
프로그램 매도우위 대부분,1,0
인민은행 홈페이지 만기,1,0
이상 자산,0,1
강한 경제,1,0
조달 통화,0,3
조언 채,1,0
연준 회견,0,1
장 지수 포인트 상승,0,1
프로그램 순매수,1,0
경고 또,1,0
수요 원인,0,1
뒤 가장,2,0
뒤 기업,1,0
기초자산 종가 최초 기준가격 이상,1,0
평가 여전히,0,1
텔레그램 구독 프리미엄 투자,1,0
일본은행 출구전략,0,1
시간 오래,0,1
시납 저축성 보험,0,1
노동시장 조건,1,0
모두 정도,0,2
독트린 시대,0,1
장중 고가 기준 일 이후,1,0
펀드 산업,0,1
추가 위안,0,1
투자 수요 회복,1,0
금리 일시적,0,1
우대 저축 공제,2,0
사업장 재평가,1,0
감소 가장 많이 잔존만기 국고채,0,1
예금 달리,0,1
물가 상승률 목표치 근접,2,0
분석 이미지 크,2,0
카드 선택,0,1
많 작년,0,1
확산 결과,1,1
최고 기온 도로 어제,0,1
의장 회견,0,1
대증 요법,0,1
누증 완화,1,0
재정 적자 인플레이션,1,0
제기 국채,0,1
급등 상승 폭,1,0
CP 차환,1,0
황화 리튬,1,0
소상공인 힘,1,0
장악 스윕,1,0
간밤 월드,1,0
한국 경제 신문 핵심 이슈,1,0
물가 상승률 인플레이션,0,1
불안정 상태,1,0
의원 금융,0,1
오늘 최고 기온,1,0
계한 이코노미스트,0,1
침체 금리 상승,0,1
유입 종목,0,1
출발 개인 순매수 외국인 기관,1,0
각종 비용,1,0
기온 평년 비슷,0,1
명동 딜링룸,0,1
영국 런던 선물거래소 북해산브렌트유,1,0
대비 거래 시간,0,1
순매수 개인 기관 매도우위,0,1
증시 동안,1,0
증권 작년,0,1
만기 국채 금리 포인트 만기,1,0
개입 추정 물량,0,1
금융 변동 혼합형 금리,1,0
외국인 순매도 개인 기관 매수우위,1,0
오늘 일정,0,1
이란 핵 합의 복원,0,3
요인 여전,1,0
시작 비트코인,0,1
역사적 저평가,0,1
기업 분기 이익,1,0
아쉽 반응,0,1
비 눈,1,0
실적 성장률,1,0
업무 프로세스,1,0
새로운 강세장,1,0
중앙은행 금 수요,0,1
급등 결국,1,0
이어 이상,0,1
딥 워터,1,0
가중 지수,1,0
거국 내각,1,0
헤어컷,0,1
인하 사람,1,0
딜링룸 사진 국내 증시,0,1
증거 말,0,1
거래 뉴욕증시 주요,0,1
정부 붕괴,0,1
대출 한도 단계 스트레스,0,1
투자 한국 경제 신문 암호화폐,1,0
회원 전용 재테크 전문,1,0
지난해 판매량,1,0
보수 보수,1,0
컨설팅 팀,1,0
수요 많이,0,1
주가 투자의견 매수 분기 영업이익,1,0
원엔 재정환율 전이 거래일,1,0
그런지,0,1
증가율 플러스,1,0
신문 한경 닷컴 한경 디지털,0,1
일자리 가장,0,1
발표 성장률,0,1
금리 인상 국채,1,0
월가 관계자 의장,1,0
어떻게 투자,0,1
훨씬 초과,0,1
높 품질,0,1
애널리스트 발간 종목 분석 보고서,0,1
마감 시간,1,0
대출 가장 큰,1,0
달러가치 미국,1,0
아직 증시,0,1
달러원 연고점,1,0
채권 금리 급격,1,0
금리 역전 국고채,0,1
국채 금리 발행 규모 벤치마크,1,0
회의 비둘기파,1,0
장 금리 금리 상승 마감,1,0
역전폭 축소 구간 마이너스 구간,1,0
가산금리 미국,1,0
제거 적절,1,0
선매출 금리,0,1
대비 근원 전년,0,1
채권 기사 시세 현지 시간,0,1
우량 크레디트,1,0
필요 강조 위원,1,0
예상치 대체로,0,1
국고3년 금리 거래일,0,1
금리 상승 달러엔 환율,1,0
유로존 소매,3,0
조정 실시,0,2
희미 해지,0,1
세계 경제 국제 금융시장 글로벌,0,1
금리 하락 국고채 지표물 낮,1,0
상회 정책,2,0
상승세 외환시장 달러원 전장,0,1
외국인 투자자 가량 순매수 오후,0,1
발언 대통령 대통령,1,0
호가 매도,1,0
은행 딜러 약세,0,1
상승 거래 시작 국고채,0,1
뉴질랜드 기준금리,0,1
물가 기저효과 경기 둔화,0,1
국제 유가 움직임 국내외,0,1
서비스 인플레이션 여전히,0,1
해지 수출,1,0
사모 은행채 발행,1,0
포인트 전장,1,0
만기 스와프 포인트 전장,0,1
거래일 시장참가자 국고채 입찰,0,1
수익률 거래일 상승 국채,0,1
통과 규모,0,1
논의 주장,1,0
낮 거래 하락 집계 만기,0,1
입찰 다음 입찰,0,2
증권사 채권 운용역 국고3년,1,0
금리 분기 시장 안정,1,0
참석 비상 경제 중앙,0,1
사항 해당 사항,1,0
손익 관리,0,1
오후 호주 중앙은행 기준금리,0,1
초반 상승세 출발 밤,1,0
반응 다소,0,2
시장참가자 내년,1,0
금리 최고 응찰,0,1
확산 경제 성장,0,1
중반 분기,0,1
매입 종료 금리 인상,1,0
금융기관 곳 대상 조사,1,0
국내 경제 양호 성장세,0,1
고점 국채,1,0
재료 증권사 채권,0,1
채권 운용역 장기,0,1
통신원 미국,2,0
실업보험청구 자수 팬데믹 최저치,1,0
상승 반영 대비 개장,0,1
조사 분석 신뢰 정보 정확,0,1
달러위안 역외 베트남 근월물 인도네시아,0,1
외국인 누적 순매수 대금,1,0
코스피 코스피 한국 국고채,2,0
근월물 칠레 대두 근월물,0,1
위험 주시,1,0
이러 성장,0,1
유로존 금리 영국 금리 한국,0,1
금리 장단기스프레드 중국 국채 금리,0,1
비교 MSCI 종가 기준,0,1
PMI 미국 SP 제조업,0,1
유로존 실업률 한국,0,1
지수 미국 ISM 서비스업 지수,0,1
소비자 물가 금리 경제분석,0,1
유로존 경기 심리 지수,1,0
중국 연말 유로,1,0
금리 엔달러 환율 주가지수 무역,0,1
취업자 축 소매 판매 우축,0,2
평균 환율 유로 평균 연말,1,0
평균 기말 엔달러 평균,1,0
풍력 기준,0,1
없이 작성 확인 분석,1,0
경기 하방 위험 대응,0,1
유지 서비스업,0,1
선행 지수 개선,0,1
책임 내용 의거 일체 투자,0,1
산업 장비,0,1
미국 달러화가치 강세,1,0
오버나이트 역레포,2,0
인하 기대 다소 과도,1,0
지속 개선 흐름,0,1
전체 거래 계약 시장,0,1
달러엔 전주 대비 상승,0,1
전장 대비 금리 상승 국채선물,0,1
양호 앞,0,1
달러엔 환율 추이 기사 인포맥스,1,0
거래 금리 국채선물 틱 외국인,0,1
