ngram,hawkish,dovish
월대,1,0
컨센서스 위안,1,0
기업 재고 미국 주택시장,1,0
OECD 상업,1,0
수급 수급,1,0
대비 국방비,1,0
활용 유가증권,1,0
체감 지수 선행 지수 지수,0,1
퇴역,1,0
추천종목 기준 보유,0,1
하방 위험 언급,0,1
직전 하회,1,0
정부 주도 인프라 투자,0,1
경기순환 긍정적,0,1
약세 fed,1,0
완화 중국 정부,0,2
확대 개연,1,0
업종별 임금 상승률,2,0
하드웨어 가전 디스플레이 화장품,2,0
비제조업 지수 미국,1,0
종합 지수 한국,1,0
fed 이러,0,1
확대 전세계,1,0
금 영국,1,0
변경 표,0,1
지정학 위험 면밀히,0,1
민평 차환 발행 개별,0,1
환율 움직임 관련 불확실성 크,0,1
총액 주가,1,1
미국 대학교 인플레이션 미국 대학교,0,1
기간 거래대금 주간 잔존,0,1
완화 상태 지속,1,0
장기 시장 금리 상당폭,1,0
최종 신용등급 조정 선행,1,0
듀레이션 PF 회사채 국채,1,0
상향 표 회사채,0,1
금리 표 금리 만기일 잔존만기,0,2
신흥국 경기 서프라이즈 지수 미국,0,1
민간 부문 중심 개선 추세,1,0
인도 만기 만기 국채,1,0
브라질 만기 만기 국채 금리,2,0
방송서비스 금융 레저 기계,0,1
서부 발전 한국 서부 발전,1,0
부정적 종합 화학 석유화학 연합자산관리,0,2
철강 금융 비씨 방송서비스,1,0
유통 중국 주식 유한공사,1,0
추이 신용등급,0,1
회사채 지수 MSCI 회사채,0,2
개발 모바일게임 개발,0,1
차환 발행 금일 주요 크레딧,2,0
가능 증권,0,2
fed 대차대조표 부채,1,0
fed 확대,0,1
중심 신용스프레드,1,0
경제 연착륙 경로,1,0
정부 순차입금,1,0
수요 강력,1,0
배 제외 경쟁 낙찰 경쟁,0,1
변동 리서치 본부 기준,0,1
코드 종목명 만기일 이자,0,1
스프레드 추이 수요예측,0,1
상 미국 국내,1,0
최종 금리동결,0,2
투자 증권주 데이터,0,1
은행 건설 지주 건설 건설,0,1
초장기물 금리갭,2,0
눈 가격 Fed 투자,0,1
신용등급 거래 평균 민평 디스플레이,1,0
정부채 MMF 자금 소형,1,0
스프레드 자산배분 해외 크레딧 회사채,1,0
주요 결정내용 장단기,2,0
변경 앞 세계 경제 국제,1,0
주금공 특수은행채 은행채 공공기관 발행,0,1
전년 대비 중앙은행 물가,1,0
남 추가 정책 강화,0,1
지속 변경,0,1
호조 회복,1,0
특수채 은행채 카드채,1,0
평가사 적용 등급평가,0,1
발표 발표 부채 상환 미발표,1,0
신용 자산 대출 준비금,0,1
유로 덴마크 유로 스위스,2,0
신흥국 폴란드 유로 터키,0,2
구간 통안채 초과 구간,1,0
비교 단위 대각선 수익률,1,0
대비 여전채 스프레드 회사채,1,0
금리 밴드 낙찰 발행 금리,0,1
통화정책회의 만기 국제,1,0
조원 예측액,1,0
소비자 물가 엠파이어스테이트 제조업,1,0
원유 재고 경기,0,1
지수 주택시장 지수 주간 실업수당청구,1,0
한은 RP 환매수 주간 실업수당청구,0,1
그리스 포르투갈 독일 필리핀 이탈리아,0,1
추이 CD 통안채 통안채 국고채,0,1
개별 민평 동일,0,1
영국 미국 은행채 프랑스 독일,0,2
전송 변형 그리스 포르투갈,0,1
인도 글로벌 CDS 변동,0,1
주간 외국인 증시 순매수,1,0
종가 스웨덴,1,0
회사채 조사 투자자 정보 제공,0,1
이탈 드 그리스,0,1
국채 독일 은행채 국채,1,0
급과 용일 평가 가격 보수,0,1
테너 신용스프레드 동일 만기 국고채,1,0
레포 단기자금시장 금리 재투자,0,1
국채선물 외국인 누적,1,0
이자율 발행일 당일,0,1
부정적 보유 발행사,1,0
섹터별 상대 가격 추이,1,0
등급 적용 용일,1,0
스프레드 스프레드 주간 주간,1,0
기계 기계 정유 에스,0,1
수요예측 체결 주관사 대표주 관,0,1
소재 증빙 사용 외채 크레딧,1,0
전병 기재,0,1
효과 평정심,1,0
리비아 나이지리아 시리아 파운드,1,0
색 약세 달러인덱스,1,1
미선 크레딧 외채 하반기 채권시장,0,1
법인 선형 보간법 사용 정밀,0,1
목표 편입,0,1
크레딧 망,1,0
변경 사유 지난주,1,0
책임 소재 증빙 사용 금통위,1,0
아시아 개별,0,1
연속 유출,0,1
국고채 스프레드 회사채 스프레드,1,0
유효경쟁 유효경쟁 유효경쟁,0,2
스프레드 국고채 물,0,1
캐피탈채 순발행 순상,0,1
산업재 산업재 산업재 산업재 산업재,1,0
선진시장 선진시장,0,1
중립 기조 유지,1,1
서부 서부,0,1
중국 발전 개혁,0,1
투자 개선 성장 확대,1,0
재형 브라질,0,1
의구심 fed,0,1
수출 부진 부진 부진,1,0
단기 금리갭 미국 경제,1,0
엔유로 엔달러 위안 대만 스위스,1,0
GDR 인도네시아 GDR,0,1
증감 해외 주식 혼합형,1,0
부품 통신 기재,1,0
가격 달러인덱스 CRB 상품지수 금,0,4
철도 중국 해운,1,0
홈 통신,1,0
금리 인상 불가능,1,0
고가 고가 주주 주주,0,1
종목 단위 기관,0,1
수출 물가 상승,0,1
간 GDP,0,1
경로 분석 기초 데이터 자금흐름,0,1
연간 GDP 민간 소비 건설,0,1
화학 여행,1,0
실시 방안,0,3
성장률 상반기 하반기,1,0
외채 단기 외채 단기 외채,0,1
판단 주요국 중앙은행 통화정책 변화,0,1
깊 갈등,0,2
망 결론,1,0
프리미엄 프리미엄 프리미엄 프리미엄,1,0
중국 수출입 수출입,1,0
하락 유틸리티,1,0
톤 위안 톤,1,0
기계 중공,1,0
소비재 산업재 경기,1,0
필수소비재 경기 관련 소비재,0,1
잉여금 Fed Fed fed 대차대조표,0,1
국내 역레포 잔고 기준,0,1
관련 주요 데이터 구분,1,0
잔존 과거 프로그램 시차,0,1
연은총재 중립 연설 한국 국고채,0,2
감안 장기물,0,1
차트 주간,0,1
기준 증권 리서치,1,0
본부 공사채,0,1
신용스프레드 금리 변동 신용스프레드,1,0
미국 미국 미국 대비,2,0
금리 변동 국고채 금리,0,1
듀레이션 듀레이션,2,0
블루 파워 민평,0,1
콜 절대 금리 운영 부채,0,1
이탈리아 유로존 독일 프랑스 이탈리아,1,0
녹 금융지주,1,0
확대 국내 채권시장,0,1
정성 저하,0,1
급 여전채,0,1
자산 매매,0,1
민평 연합자산관리 민평 연합자산관리 민평,1,0
금리 회귀,0,1
전년비 미국 국채입찰 간접,1,0
은행 종금 저축 연기금 투자,1,0
발행 금리 독일,0,1
등급 직전 등급 국가 업종,0,4
도시철도 공사,0,1
수로 괄호 표시 순매도 보고서,0,1
재고 현황 가격 추이 납,1,0
경기 회복 주목,1,0
증권 리서치 본부 기재 내용,2,0
이용 전략,1,0
금액 금액 금액 개별,1,1
스프레드 등급 등급 등급,2,0
주간 등락 내림차 순 정렬,1,0
희종 글로벌 전략,0,1
알루미늄 가격 톤,1,0
천연가스 계약 전기동 재고,1,0
리포트 고객 투자 편의,1,0
기술개발 철강 헬스케어 화학,0,1
재고 시카고상업거래소,1,0
투자 편의 단순 참고 제공,1,0
수출입 순상환,1,0
금리 커브 스프레드 변동 도표,1,0
전기 수출 전기 수입 전기,0,1
건축허가 건수 전기,1,0
달러인덱스 유로 위안 역외 엔달러,1,0
국채선물 누적 순매수 통안채 등락폭,1,0
가격 하락 기대 트레이드 증권,1,0
누적 성과 발표 시점,0,1
해외 채권 국채 국채 장단기스프레드,0,2
징벌적손해배상 제도,0,2
전기 대비 분기 경제 성장률,0,1
경제 고려 정부,1,0
상승 외국인 투자자 가량 주식,0,2
전망치 하향조정 금리 인하 요인,1,0
불안 관리,0,1
매출 글로벌,1,0
대비 전기 대비 분기,0,1
최저치 경기,1,0
합작품,1,0
평가 높 소비자,1,0
한국은행 물가 억제,1,0
밑 사이 사이 사이 사이,1,0
미만 이상 내년 상반기 물가,0,2
물가 상승 어려웠 기타,0,1
시중은행 지급준비율,1,0
이유 포인트 인상,1,0
방향 높,1,0
주도 주인 자동차,1,0
종전 유지 국내외 위험요인 발생,1,0
수급 선인,1,0
국내 경제 성장률 얼마 소비자,1,0
준비 시간,0,1
상승률 선,0,1
환율 시장 개입,0,1
분기 자리,1,0
극복 민생,1,0
확산 뉴욕증시,1,0
다음 하순,1,0
다음 위기,1,0
함께 동반 성장,1,0
매도우위 프로그램 차익거래,1,0
현금 필요,1,0
개선 어려워,1,0
글로벌 정보기술,1,0
신도시 지정,1,0
정부 내용,0,1
충격 요인,1,0
이벤트 다수,0,1
통화가치 감안,0,1
오피스텔 내부,0,1
시장 바로,1,0
국내외 경제전문가,0,1
펀드 배당주 펀드,0,1
자금 유입 차익거래 비차익거래,0,1
해산물,0,1
성장세 다소,0,1
금리 인하 저금리,1,0
전날 외환시장 종가 높 거래,0,1
사업 중국,0,1
전날 ECB 통화정책회의,0,1
본부 부서,0,1
압력 크 통화정책 완화 기조,1,0
전날 만기 회사채,1,0
개인 어치 주식 순매도,0,1
불안 다소,1,0
높 중국 정부,0,1
산유국 생산,1,0
동향 만기 미국,0,1
BBB등급 마감 CD,0,1
폭 제한 채권시장,0,1
진단 FOMC,1,0
미국 국채 커브,0,2
신흥국 비교,0,2
국고5년 뉴욕증시 다우지수 S&P500지수 나스닥지수,0,1
없이 달러화,1,0
증권사 채권 브로커,1,0
유럽중앙은행 호주,0,1
상승 출발 달러화 장,0,1
강세 달러화 상승,0,1
모습 시장참가자,0,1
당일 지준 잉여 전체,0,1
당국 엔원,0,1
장기물 좀,1,0
국채선물 미국 채권 금리,0,1
외부 압박,0,1
장세 은행,0,1
상승 국채선물 틱 하락 거래,1,0
시장 크 재료,1,0
대비 하락 금리 거래 국채선물,0,3
매수 계약,0,1
기준금리 결정 정례회의 발표 기준금리,0,1
안 입법 예고,1,0
다음 국고채 입찰,1,0
금리 인상 우려 약화,2,0
투자자 아시아,0,1
공급 발행,1,0
특히 신종 코로나 바이러스 감염증,0,1
신문 상 논설위원 자리 위원,1,0
방안 금융당국,0,2
주요 원인 분석,1,0
은행 하반기,0,1
설명 간단히 미시 대응 먼저,0,2
적용 대상 제외,0,1
순매수 장중 동향 국고채,1,0
전장 뉴욕 대비 상승,1,0
재정방출 시중 자금 공급,0,1
한국은행 거주자 외화예금,1,0
대상 조사 결과 이달,0,1
금리 한국 만기 국채 금리,1,0
비교 화면 한국 장기 금리,1,0
국채 금리 대비 하락,0,2
확대 외환시장 달러화 오후,0,1
달러화 저점 고점 시장 평균,0,1
상태 관리 재정수지 적자,1,0
변화 결과,0,1
관측 지난달,0,1
아예 중단,0,1
증가 폭 소폭,0,1
한국 유로존,1,0
임금 인상 임금,1,0
경고 총재,0,1
준비 제도 이사회,0,1
지급 채권,1,0
어치 달러,1,1
지수 한국은행,1,0
토마토 저축은행,1,0
국내총생산 증가율 분기 대비,0,1
대선 전후,1,0
기온 크,1,0
분기 큰,0,1
상하이종합지수 거래일 포인트 홍콩,1,0
내용 금리,1,0
증권사 CD 금리,0,1
결정 기준금리 지난해 포인트,1,0
바람직 권고,1,0
높 에너지 식품,1,0
변수 Fed,1,0
수익률 조정,1,0
물론 금융,1,0
노동시장 노동시장,0,1
놀라울,0,1
대비 배 이상,0,2
리츠 주식,1,0
이미지 크 금리,0,1
환율 급등 외국인,1,0
금리 상승 가장,0,1
둔화 집값,0,1
달러 전달 달러,2,0
감소 생산,2,0
시장 접근성,0,1
휘발유 건축 자재 음식,1,0
횡보 마감,1,0
국채선물 계약서 계약 국채선물 계약,1,0
사실상 기준금리 대출 우대금리 인하,0,2
인상 금융 완화 정도,1,0
가계 대출상품 금리,1,0
전문 과학 기술,0,3
증권사 대표,1,0
미국 중앙은행 의장,0,1
포인트 상승 지수 전장 포인트,1,0
기존 전월세,0,1
달러화 전날,0,1
정당 사유,1,0
변동성 과도 확대,0,1
연준 인사 물가 흐름,0,1
매수세 장중,1,0
지적 만약,1,0
많 에너지,1,0
위기 지난해,0,1
정도 강세,0,2
인플레이션 둔화 미국,1,0
고토,1,0
발표 지난해 기간,0,1
화산,0,2
반등 다우존스30산업평균지수,0,1
철도 지하,2,0
부동산 포트폴리오,1,0
가운데 지방,0,1
휴대품 면세,0,1
거래 전장 포인트 거래,0,1
지수 상승세 시간,0,1
면제 기간,0,1
압력 더욱 커질,2,0
최고치 또 다시,0,1
새로운 환경,1,0
장중 상승 전환,0,1
거래 외환시장 원달러환율 거래일,1,0
합의 위반,0,1
지수 전날 포인트 나스닥지수 포인트,0,1
포인트 하락 최저치,0,2
국내 대형 증권사,0,1
시작 하락,0,1
현상 갈수록,0,2
건수 집계 발표,0,1
연장 높,1,0
공고 감소,1,0
기대 오늘,0,3
부정적 설명,0,1
월가 이코노미스트,0,1
아직 주가,0,1
속도 느려졌,2,0
주말 내내,2,0
오후 시가,1,0
면 기사,2,0
여전히 다소 높,1,0
시중은행 수익,0,1
지속 강세장,0,1
제외 주식,1,0
이유 지적,1,0
달러인덱스 작년,0,1
내용 닷컴 마켓 페이지 확인,0,1
뉴스 코알라,0,1
센트 키,0,1
작용 대선,1,0
트럼프 행정명령,0,1
시간 다우존스30산업평균지수 전장 포인트,0,1
개인 홀로 어치 순매수,0,2
어치 순매수 외국인 기관,0,1
새로운 시도,1,0
마이크로LED,1,0
이더리움 ETF,1,0
인허가 건수,0,1
고용 연속,0,1
환율 기준환율,1,0
총재 다음,0,1
상승세 확산,1,0
실적 연간,1,0
지적 뱅크,0,1
전문 금융통화위원회 다음 통화정책 방향,0,2
건설 투자 조정 수출 설비,0,1
정책 대응 파급효과 국내,1,0
인상 연속 금리 인상,0,2
없이 발행,0,2
빅 스텝 발언,0,1
반영 빅,2,0
모기지 금리 국채,1,0
사진 연방준비제도 금리 인상,0,2
A등급 부여,1,0
에너지 솔루션 청약,0,1
정도 시장 분위기,1,0
발행 모형,0,1
결과 차관,0,1
하락 낮 CRS IRS 차이,0,1
기능 회복,1,0
거래 금리 상승 국채선물 틱,1,0
예산 실장,1,0
물가 상승률 지난해 국제,1,0
견인 재료,0,1
가격 상승 국채 수익률 틱차트,0,1
오랫동안 너무,0,1
개장 거래일 국채 금리,1,0
은행채 만기 규모,0,1
개인 계약 순매수 외국인,0,1
오전 미국 금리,1,0
만기 국고채 대비,1,0
CP 전단채 통합 유통,0,2
운용역 크레디트,0,1
달러원환율 보합권,0,1
경로 결정,0,1
금리 대폭 하락,1,0
단기 금융시장 불안,0,2
가격 글로벌 인플레이션,0,1
압력 작용 상당기간,0,1
재투자 적어도 종전 입장 유지,0,1
프록시 금리,1,0
통화정책 고용,1,0
전장 가격 상승 유로,0,2
지난해 금리위험액,1,0
하락 상승 CRS,1,0
자금조정예금 요지 준변,1,0
금리 금리 마감,0,2
거래 하락 집계 만기 회사채,0,1
얘기 보험사,0,1
작용 채권시장 국채선물 오전 거래일,0,1
미국 중국 긴장,1,0
마감 뒤 국고채 발행계획,0,1
매입 지준,1,0
지속 수요측면,0,1
대비 언더,1,0
분위기 채권시장 국채선물 오전,0,1
오르막,0,1
당선 반영,1,0
장중 국고채 금리,0,1
만기 국고채 금리 상승,0,1
감소 거래일 지준 부족 지준,0,2
닛케이지수 가까이,1,0
백도,1,0
성장 전년 동기,1,0
장 국채선물 계약 거래 미결제약정,0,1
확산 통화정책,0,2
기관 매수 여력,0,2
높 마감 통안채 하락 거래,1,0
단말기 선두,1,0
금리 하락 장기,0,1
국고채 금리 크 폭 상승,1,0
개시증거금,1,0
지준 증가 월말 세수 한은,2,0
지준 증가 세입 통안계정,1,0
상태 국채 수익률 가격,0,1
강조 증권사 채권,1,0
부자 익스포저 반영 금리위험액,0,1
럼 당시,0,1
입찰 수요 확인,1,0
백신 접종 지연,2,0
국채 연동,0,1
주식 원화,1,0
장 미국 호주 주요국 국채,0,1
장기 금리 강세,1,0
뉴트럴 중립 추천 기준일,1,0
전략 유효 판단,0,2
출판 방법 저작권,1,0
방법 저작권 침해,0,1
중국 제조업 PMI 미국,1,0
내년 fed 금리,0,2
과거 fed,1,0
수치 하회,0,1
고지 사항 조사 분석 신뢰,1,0
PMI 미국 ISM 비제조업,1,0
기존 유정,1,0
장단기스프레드 독일,0,2
차트 SP500 종합 지수,1,0
중국 스프레드 일본 일본,1,0
독일 독일 스프레드,0,1
소맥 근월물,0,1
투자 증권 이벤트 일정 증시,0,2
조사 분석 담당자 신뢰 정보,1,0
이벤트 발표 일정 한국 기준,1,0
배럴 미국 원유 생산 미국,0,1
미국 제조업 기업 심리,1,0
한국 기준 투자,0,2
금리 한국은행 한국은행 건설,0,1
증감 폭 금리 엔달러,1,0
축 대출 우대금리,0,1
취업자 실업률 소비자,1,0
상기 회사 발행,1,0
발생 투자 유도 목적,0,1
수출 수입 전년 동월 대비,1,0
기준 실업률 축 고용자수 우축,0,1
투자 참고 투자자 투자,1,0
관련 투자자 투자,1,0
매파 발 언,1,0
대부분 fed,1,0
금융기업 은행,1,0
하락 유로달러환율 전장,1,0
레포 가중평균,1,0
하락 개인 소비,1,0
상승 중단기 장기 금리 수익률곡선,0,1
전략가 캐롤 콩,0,1
달러원 상승 전환,0,1
도달 아직,0,1
분위기 결정 거래일 재정방출,0,1
최종 관찰 만기 확대,0,2
입찰 규모 예정,0,3
거래 상승 상승,1,0
경기 침체 프라,1,0
사회 초년생 청년 신용,0,1
환율 위안 저작권 무단,0,1
연준 금리 인하 개시,0,1
내년도 국고채 발행,1,0
배 전달,1,0
연설 물가 상승률 둔화 노동시장,1,0
여전 외국인,0,1
입찰 평균 크,0,1
약세 유로엔 환율,0,1
배당 역송금 수요,0,1
미국 국채 금리 오전 대비,1,0
국채선물 계약 가까이,1,0
비농업 고용 잘,0,1
고시 높 마감,1,1
운용역 오늘,2,0
지속 외국인 자금,0,1
금리 낙찰 국고채,1,0
일부 적용 금리 마이너스,1,0
상승 마감 시중은행,1,0
국채선물 매도 채권시장,1,0
운용역 초장기물,0,1
역외시장 참가자 매수세,0,1
달러원환율 장중 원대,0,1
아무래도 미국,1,0
환수 기금 환수 세입,0,1
요인 추가,1,0
다음 국고20년,0,1
발표 원화,0,1
거래일 물 거래일,1,0
강세 미국 채권,2,1
경제정책 경제,0,2
외국인 국채선물 계약 가량,1,0
이코노미스트 진단,1,0
증권사 채권딜러 미국 고용,1,0
선물사 중개인 외국인,0,2
선임 트레이더,2,0
사이 국고채,0,1
규모 확인,1,0
적정 레벨,1,0
당장 인하,0,1
풀이 시중은행 딜러,0,2
경로 상하방 리스크,1,0
주말 국고,1,0
충격 선제,1,0
코스피 이상,1,0
기대감 증폭,1,0
한은 금리 추가 인하,1,0
한편 금통위,0,1
급하 상승,0,2
약화 그리스,0,1
반납 국채선물,0,1
감소 자금시장 관계자 당일,0,1
국채 가격 상승 출발,0,1
